Word,Gender,WdNum,ValMn,ValSd,AroMn,AroSD,DomMN,DomSD,Frequency
lighthouse,All,847,5.89,2.08,4.41,2.44,5.25,2.02,.
lighthouse,Male,847,6.33,1.61,5.06,2.26,5.06,2.26,.
lighthouse,Female,847,5.58,2.34,3.96,2.51,5.38,1.88,.
lightning,All,598,4.57,2.66,6.61,1.77,3.67,2.19,14
lightning,Male,598,5.16,2.76,6.52,1.81,3.72,2.32,14
lightning,Female,598,4.0,2.48,6.69,1.76,3.62,2.1,14
limber,All,848,5.68,1.49,4.57,2.26,5.34,1.84,2
limber,Male,848,5.45,1.23,4.85,1.9,4.8,1.67,2
limber,Female,848,5.9,1.7,4.52,2.44,5.86,1.88,2
lion,All,518,5.57,1.99,6.2,2.16,4.12,2.33,17
lion,Male,518,5.6,2.1,5.84,2.43,4.64,2.43,17
lion,Female,518,5.54,1.92,6.54,1.86,3.62,2.16,17
listless,All,259,4.12,1.73,4.1,2.31,4.14,1.73,1
listless,Male,259,4.41,1.91,4.94,2.52,4.94,1.61,1
listless,Female,259,3.92,1.62,3.58,2.06,3.65,1.65,1
lively,All,849,7.2,1.97,5.53,2.9,6.09,1.95,26
lively,Male,849,6.89,1.53,5.47,2.84,6.11,1.84,26
lively,Female,849,7.42,2.23,5.8,2.84,6.08,2.06,26
locker,All,850,5.19,1.31,3.38,2.13,5.36,1.87,9
locker,Male,850,4.95,1.59,3.41,2.38,5.05,2.19,9
locker,Female,850,5.45,0.89,3.35,1.87,5.7,1.42,9
loneliness,All,260,1.61,1.02,4.56,2.97,2.51,2.27,9
loneliness,Male,260,1.67,1.07,4.67,3.03,2.75,2.45,9
loneliness,Female,260,1.59,1.01,4.52,3.0,2.42,2.23,9
lonely,All,261,2.17,1.76,4.51,2.68,2.95,2.12,25
lonely,Male,261,2.2,1.26,3.8,2.43,2.8,1.74,25
lonely,Female,261,2.15,2.01,4.92,2.78,3.04,2.34,25
loser,All,851,2.25,1.48,4.95,2.57,3.02,2.17,1
loser,Male,851,2.61,1.54,4.84,2.65,3.58,2.24,1
loser,Female,851,1.95,1.4,5.05,2.55,2.55,2.04,1
lost,All,852,2.82,1.83,5.82,2.62,2.86,1.64,173
lost,Male,852,3.22,1.7,5.89,2.35,2.83,1.69,173
lost,Female,852,2.54,1.9,5.77,2.83,2.88,1.63,173
lottery,All,853,6.57,2.04,5.36,2.45,4.81,2.11,1
lottery,Male,853,6.72,1.45,5.11,2.19,5.22,1.77,1
lottery,Female,853,6.46,2.39,5.76,2.44,4.52,2.31,1
louse,All,262,2.81,1.92,4.98,2.03,3.57,2.26,3
louse,Male,262,3.88,2.22,4.47,2.24,4.19,2.17,3
louse,Female,262,2.15,1.38,5.31,1.85,3.19,2.28,3
love,All,263,8.72,0.7,6.44,3.35,7.11,2.56,232
love,Male,263,8.6,0.84,6.5,3.14,7.1,2.56,232
love,Female,263,8.77,0.65,6.42,3.49,7.12,2.62,232
loved,All,264,8.64,0.71,6.38,2.68,6.62,2.53,56
loved,Male,264,8.1,0.99,5.5,2.32,5.2,2.94,56
loved,Female,264,8.83,0.47,6.69,2.77,7.1,2.23,56
loyal,All,265,7.55,1.9,5.16,2.42,6.91,2.23,18
loyal,Male,265,6.8,2.24,5.0,2.27,6.47,2.72,18
loyal,Female,265,7.93,1.6,5.24,2.53,7.14,1.94,18
lucky,All,266,8.17,1.06,6.53,2.34,6.05,2.25,21
lucky,Male,266,7.94,1.24,7.0,1.9,6.24,2.54,21
lucky,Female,266,8.35,0.88,6.15,2.62,5.9,2.02,21
lump,All,854,4.16,2.34,4.8,2.82,4.32,2.18,7
lump,Male,854,4.95,1.84,4.32,2.67,4.47,2.09,7
lump,Female,854,3.58,2.52,5.36,2.78,4.2,2.27,7
luscious,All,267,7.5,1.08,5.34,2.51,5.68,1.84,2
luscious,Male,267,7.55,1.13,6.08,2.11,5.09,2.17,2
luscious,Female,267,7.48,1.08,4.96,2.65,5.96,1.64,2
lust,All,519,7.12,1.62,6.88,1.85,5.49,2.27,5
lust,Male,519,7.32,1.63,6.92,1.96,6.12,2.26,5
lust,Female,519,6.92,1.62,6.85,1.78,4.88,2.16,5
luxury,All,268,7.88,1.49,4.75,2.91,6.4,2.45,21
luxury,Male,268,7.5,2.32,4.08,2.68,6.33,2.67,21
luxury,Female,268,8.03,0.98,5.04,3.0,6.43,2.39,21
machine,All,855,5.09,1.67,3.82,2.4,5.23,2.06,103
machine,Male,855,4.65,1.63,3.8,2.28,4.95,2.26,103
machine,Female,855,5.46,1.64,3.83,2.55,5.46,1.89,103
mad,All,856,2.44,1.72,6.76,2.26,5.86,2.2,39
mad,Male,856,2.35,1.23,7.2,1.77,5.75,2.2,39
mad,Female,856,2.52,2.11,6.67,2.24,5.95,2.26,39
madman,All,857,3.91,2.49,5.56,2.78,4.79,2.55,2
madman,Male,857,4.79,2.04,5.11,2.18,5.37,1.83,2
madman,Female,857,3.24,2.62,5.88,3.14,4.33,2.96,2
maggot,All,269,2.06,1.47,5.28,2.96,4.03,2.09,2
maggot,Male,269,2.4,1.84,4.6,3.17,4.6,1.43,2
maggot,Female,269,1.92,1.32,5.54,2.9,3.81,2.28,2
magical,All,858,7.46,1.64,5.95,2.36,5.73,2.19,12
magical,Male,858,7.05,1.75,6.05,2.04,5.58,2.27,12
magical,Female,858,7.82,1.5,5.86,2.64,5.86,2.17,12
mail,All,859,6.88,1.74,5.63,2.36,5.67,1.79,47
mail,Male,859,6.5,1.76,5.74,2.45,5.61,2.03,47
mail,Female,859,7.18,1.71,5.55,2.34,5.73,1.61,47
malaria,All,860,2.4,1.38,4.4,2.54,3.22,1.9,3
malaria,Male,860,2.4,1.35,4.19,2.56,3.1,1.59,3
malaria,Female,860,2.41,1.44,4.81,2.4,3.33,2.2,3
malice,All,270,2.69,1.84,5.86,2.75,4.74,2.72,2
malice,Male,270,3.56,2.13,5.22,2.28,4.67,2.12,2
malice,Female,270,2.38,1.68,6.08,2.9,4.77,2.93,2
man,All,537,6.73,1.7,5.24,2.31,5.53,2.23,1207
man,Male,537,6.24,1.69,3.68,1.86,6.28,1.72,1207
man,Female,537,7.19,1.6,6.73,1.61,4.81,2.45,1207
mangle,All,861,3.9,2.01,5.44,2.1,4.61,1.84,.
mangle,Male,861,4.16,1.77,5.79,1.62,5.37,1.8,.
mangle,Female,861,3.68,2.21,5.14,2.44,3.95,1.65,.
maniac,All,862,3.76,2.0,5.39,2.46,4.22,2.07,4
maniac,Male,862,4.29,2.1,5.24,1.92,4.24,1.92,4
maniac,Female,862,3.2,1.77,5.55,2.96,4.2,2.26,4
manner,All,863,5.64,1.34,4.56,1.78,5.05,1.83,124
manner,Male,863,5.67,0.97,4.71,1.93,4.57,1.99,124
manner,Female,863,5.62,1.66,4.41,1.65,5.52,1.57,124
mantel,All,864,4.93,1.4,3.27,2.23,4.95,1.61,3
mantel,Male,864,4.9,1.71,3.75,2.34,5.0,2.03,3
mantel,Female,864,4.96,1.12,2.88,2.11,4.92,1.21,3
manure,All,865,3.1,1.74,4.17,2.09,4.67,1.36,6
manure,Male,865,2.95,1.76,4.05,2.31,4.85,1.73,6
manure,Female,865,3.23,1.74,4.27,1.93,4.5,0.91,6
market,All,866,5.66,1.02,4.12,1.83,5.27,1.4,155
market,Male,866,5.84,1.01,4.79,1.51,5.11,1.29,155
market,Female,866,5.5,1.01,3.55,1.92,5.41,1.5,155
massacre,All,867,2.28,1.74,5.33,2.63,3.5,2.26,1
massacre,Male,867,2.24,1.41,5.48,2.32,4.14,2.15,1
massacre,Female,867,2.32,2.03,5.43,2.79,2.86,2.22,1
masterful,All,271,7.09,1.78,5.2,2.85,7.18,2.56,2
masterful,Male,271,7.27,1.39,5.67,2.32,6.93,2.19,2
masterful,Female,271,7.0,1.96,4.97,3.1,7.31,2.77,2
masturbate,All,599,5.45,2.02,5.67,2.18,5.63,2.25,.
masturbate,Male,599,6.6,1.5,6.08,1.89,5.88,2.32,.
masturbate,Female,599,4.35,1.85,5.27,2.39,5.38,2.21,.
material,All,868,5.26,1.29,4.05,2.34,5.12,1.45,174
material,Male,868,5.27,1.58,4.5,2.41,5.18,1.92,174
material,Female,868,5.25,0.91,3.55,2.21,5.05,0.69,174
measles,All,272,2.74,1.97,5.06,2.44,4.13,2.16,2
measles,Male,272,3.33,1.63,4.4,2.38,4.73,1.98,2
measles,Female,272,2.47,2.08,5.38,2.43,3.84,2.22,2
medicine,All,869,5.67,2.06,4.4,2.36,4.7,1.91,30
medicine,Male,869,5.57,1.91,4.52,2.34,4.81,1.63,30
medicine,Female,869,5.76,2.23,4.48,2.29,4.59,2.17,30
meek,All,273,3.87,1.69,3.8,2.13,3.67,2.23,10
meek,Male,273,4.5,1.64,3.3,1.75,4.35,2.03,10
meek,Female,273,3.38,1.6,4.19,2.33,3.15,2.27,10
melody,All,870,7.07,1.79,4.98,2.52,5.46,1.78,21
melody,Male,870,6.68,2.03,4.77,2.84,5.57,1.89,21
melody,Female,870,7.5,1.4,5.2,2.17,5.35,1.69,21
memories,All,871,7.48,1.61,6.1,2.1,5.88,1.92,15
memories,Male,871,7.35,1.63,6.2,2.26,5.55,1.88,15
memories,Female,871,7.59,1.62,6.0,2.0,6.18,1.94,15
memory,All,274,6.62,1.5,5.42,2.25,5.11,2.12,76
memory,Male,274,6.88,1.5,5.44,2.56,5.12,2.33,76
memory,Female,274,6.4,1.5,5.4,2.04,5.1,2.0,76
menace,All,275,2.88,1.64,5.52,2.45,4.98,2.25,9
menace,Male,275,3.18,1.78,5.24,2.82,5.24,2.63,9
menace,Female,275,2.68,1.55,5.72,2.21,4.81,2.0,9
merry,All,872,7.9,1.49,5.9,2.42,6.64,1.66,8
merry,Male,872,7.7,1.38,6.35,2.01,6.85,1.27,8
merry,Female,872,8.09,1.6,5.5,2.72,6.45,1.97,8
messy,All,873,3.15,1.73,3.34,2.37,4.75,2.15,3
messy,Male,873,3.14,1.85,3.1,1.95,5.43,2.42,3
messy,Female,873,3.16,1.64,3.79,2.72,4.0,1.53,3
metal,All,874,4.95,1.17,3.79,1.96,5.38,1.4,61
metal,Male,874,5.09,1.31,3.82,1.97,5.36,1.73,61
metal,Female,874,4.8,1.01,3.75,2.0,5.4,0.94,61
method,All,875,5.56,1.76,3.85,2.58,5.67,1.58,142
method,Male,875,5.9,2.02,4.43,2.96,6.3,1.75,142
method,Female,875,5.2,1.4,3.25,2.02,5.05,1.1,142
mighty,All,276,6.54,2.19,5.61,2.38,7.23,2.11,29
mighty,Male,276,6.1,2.0,5.35,2.6,7.0,2.16,29
mighty,Female,276,6.88,2.3,5.81,2.23,7.4,2.1,29
mildew,All,277,3.17,1.36,4.08,1.79,4.4,1.79,1
mildew,Male,277,3.36,1.22,4.07,1.82,4.64,1.65,1
mildew,Female,277,3.08,1.44,4.08,1.81,4.27,1.89,1
milk,All,876,5.95,2.16,3.68,2.57,5.83,1.5,49
milk,Male,876,6.43,1.94,4.52,2.75,6.14,1.77,49
milk,Female,876,5.45,2.31,2.8,2.09,5.5,1.1,49
millionaire,All,278,8.03,1.42,6.14,2.7,6.97,2.4,2
millionaire,Male,278,8.3,1.34,5.6,3.13,6.4,3.27,2
millionaire,Female,278,7.92,1.47,6.35,2.54,7.19,2.0,2
mind,All,877,6.68,1.84,5.0,2.68,6.37,2.19,325
mind,Male,877,6.52,2.11,5.24,2.74,6.33,2.44,325
mind,Female,877,6.85,1.53,4.75,2.67,6.4,1.96,325
miracle,All,279,8.6,0.71,7.65,1.67,5.35,2.58,16
miracle,Male,279,8.4,0.83,7.53,1.46,5.4,2.75,16
miracle,Female,279,8.72,0.61,7.72,1.81,5.32,2.53,16
mischief,All,878,5.57,2.05,5.76,1.95,5.56,1.88,5
mischief,Male,878,5.4,1.9,5.75,2.17,5.55,1.93,5
mischief,Female,878,5.73,2.21,5.77,1.77,5.57,1.89,5
misery,All,879,1.93,1.6,5.17,2.69,2.55,1.45,15
misery,Male,879,2.3,1.53,4.95,2.68,2.95,1.57,15
misery,Female,879,1.59,1.62,5.36,2.74,2.18,1.26,15
mistake,All,880,2.86,1.79,5.18,2.42,3.86,2.42,34
mistake,Male,880,3.25,2.07,5.15,2.5,4.7,2.66,34
mistake,Female,880,2.54,1.47,5.21,2.41,3.17,1.99,34
mobility,All,881,6.83,1.79,5.0,2.18,6.43,1.48,8
mobility,Male,881,6.7,1.92,5.45,2.06,6.45,1.54,8
mobility,Female,881,6.95,1.7,4.59,2.24,6.41,1.47,8
modest,All,280,5.76,1.28,3.98,2.24,4.96,2.16,29
modest,Male,280,5.68,1.29,4.42,2.12,5.11,1.88,29
modest,Female,280,5.81,1.3,3.65,2.31,4.85,2.38,29
mold,All,882,3.55,1.7,4.07,1.98,4.33,1.83,45
mold,Male,882,3.9,1.73,4.0,1.48,4.52,1.63,45
mold,Female,882,3.19,1.63,4.14,2.4,4.14,2.03,45
moment,All,281,5.76,1.65,3.83,2.29,4.81,1.92,246
moment,Male,281,5.53,1.7,4.56,2.5,4.94,2.05,246
moment,Female,281,5.92,1.63,3.38,2.08,4.73,1.87,246
money,All,282,7.59,1.4,5.7,2.66,6.25,2.33,265
money,Male,282,7.92,1.51,5.0,2.98,6.33,2.61,265
money,Female,282,7.45,1.35,6.0,2.51,6.21,2.25,265
month,All,283,5.15,1.09,4.03,1.77,4.85,1.14,130
month,Male,283,5.4,0.84,4.1,1.66,4.8,0.63,130
month,Female,283,5.07,1.16,4.0,1.83,4.86,1.27,130
moody,All,883,3.2,1.58,4.18,2.38,4.39,1.71,5
moody,Male,883,3.5,1.57,4.0,2.29,4.55,1.9,5
moody,Female,883,2.96,1.57,4.33,2.5,4.25,1.57,5
moral,All,884,6.2,1.85,4.49,2.28,5.9,2.2,142
moral,Male,884,5.95,2.33,4.57,2.4,5.81,2.32,142
moral,Female,884,6.45,1.15,4.4,2.21,6.0,2.13,142
morbid,All,284,2.87,2.14,5.06,2.68,4.34,2.5,1
morbid,Male,284,3.4,2.13,4.73,2.55,4.67,2.02,1
morbid,Female,284,2.62,2.14,5.22,2.77,4.19,2.71,1
morgue,All,285,1.92,1.32,4.84,2.96,3.61,1.94,1
morgue,Male,285,2.27,1.53,4.2,2.73,4.47,2.0,1
morgue,Female,285,1.7,1.15,5.26,3.09,3.04,1.72,1
mosquito,All,885,2.8,1.91,4.78,2.72,4.51,2.15,1
mosquito,Male,885,3.29,2.24,4.71,2.81,4.71,2.37,1
mosquito,Female,885,2.3,1.38,4.85,2.68,4.3,1.92,1
mother,All,286,8.39,1.15,6.13,2.71,5.74,2.37,216
mother,Male,286,7.87,1.46,5.2,3.0,4.53,2.47,216
mother,Female,286,8.74,0.75,6.74,2.38,6.52,1.97,216
mountain,All,287,6.59,1.66,5.49,2.43,5.46,2.36,33
mountain,Male,287,6.2,1.82,5.8,2.54,6.2,2.7,33
mountain,Female,287,6.86,1.52,5.27,2.39,4.95,2.01,33
movie,All,288,6.86,1.81,4.93,2.54,5.0,1.79,29
movie,Male,288,6.73,2.37,5.07,2.34,4.67,1.91,29
movie,Female,288,6.93,1.49,4.86,2.67,5.17,1.73,29
mucus,All,886,3.34,2.29,3.41,2.17,4.8,1.83,2
mucus,Male,886,3.86,2.37,3.43,1.91,5.19,1.89,2
mucus,Female,886,2.8,2.12,3.4,2.46,4.4,1.73,2
muddy,All,887,4.44,2.07,4.13,2.13,4.73,1.77,10
muddy,Male,887,4.84,1.86,3.95,1.81,4.79,1.51,10
muddy,Female,887,4.15,2.2,4.44,2.24,4.68,1.97,10
muffin,All,888,6.57,2.04,4.76,2.42,5.51,1.63,.
muffin,Male,888,6.35,1.95,4.55,2.14,5.55,1.61,.
muffin,Female,888,6.77,2.14,5.19,2.5,5.48,1.69,.
murderer,All,289,1.53,0.96,7.47,2.18,3.77,3.06,19
murderer,Male,289,1.83,1.27,7.58,2.35,4.5,3.32,19
murderer,Female,289,1.42,0.81,7.42,2.14,3.5,2.97,19
muscular,All,290,6.82,1.63,5.47,2.2,6.58,2.28,16
muscular,Male,290,6.08,2.11,5.92,2.35,6.92,2.64,16
muscular,Female,290,7.09,1.35,5.29,2.15,6.45,2.16,16
museum,All,889,5.54,1.86,3.6,2.13,5.32,1.68,32
museum,Male,889,5.45,2.11,4.4,2.19,5.4,1.73,32
museum,Female,889,5.62,1.63,3.0,1.76,5.24,1.67,32
mushroom,All,567,5.78,2.22,4.72,2.33,5.52,2.1,2
mushroom,Male,567,6.08,2.26,4.96,2.49,5.88,2.05,2
mushroom,Female,567,5.5,2.18,4.5,2.2,5.19,2.14,2
music,All,291,8.13,1.09,5.32,3.19,6.39,2.44,216
music,Male,291,7.67,1.23,5.6,2.77,5.67,2.32,216
music,Female,291,8.43,0.9,5.13,3.48,6.87,2.46,216
mutation,All,890,3.91,2.44,4.84,2.52,4.07,2.1,.
mutation,Male,890,4.37,2.56,4.84,2.46,4.37,1.95,.
mutation,Female,890,3.56,2.33,4.85,2.62,3.84,2.21,.
mutilate,All,292,1.82,1.45,6.41,2.94,3.41,2.71,3
mutilate,Male,292,1.4,0.97,7.5,2.07,4.6,3.06,3
mutilate,Female,292,1.97,1.57,6.03,3.13,3.0,2.51,3
mystic,All,891,6.0,2.21,4.84,2.57,5.52,1.93,3
mystic,Male,891,5.95,2.09,4.2,2.17,5.45,1.96,3
mystic,Female,891,6.04,2.35,5.38,2.79,5.58,1.95,3
naked,All,892,6.34,2.42,5.8,2.8,6.0,2.05,32
naked,Male,892,6.95,2.06,6.1,2.95,6.58,2.12,32
naked,Female,892,5.83,2.62,5.78,2.49,5.52,1.9,32
name,All,893,5.55,2.24,4.25,2.47,5.16,2.08,294
name,Male,893,5.95,1.9,4.75,2.49,5.35,2.37,294
name,Female,893,5.21,2.47,3.83,2.43,5.0,1.84,294
narcotic,All,894,4.29,2.3,4.93,2.57,4.44,2.43,2
narcotic,Male,894,4.5,1.99,4.75,2.31,4.7,2.15,2
narcotic,Female,894,4.09,2.58,5.33,2.65,4.19,2.69,2
nasty,All,895,3.58,2.38,4.89,2.5,5.0,2.17,5
nasty,Male,895,4.21,2.27,5.21,2.27,5.05,1.81,5
nasty,Female,895,3.12,2.39,4.84,2.54,4.96,2.44,5
natural,All,896,6.59,1.57,4.09,2.37,5.57,1.69,156
natural,Male,896,6.56,1.58,4.78,2.24,5.56,1.72,156
natural,Female,896,6.62,1.6,3.62,2.38,5.58,1.7,156
nature,All,293,7.65,1.37,4.37,2.51,4.95,2.72,191
nature,Male,293,7.43,1.45,4.62,2.69,5.0,3.34,191
nature,Female,293,7.77,1.34,4.24,2.45,4.92,2.41,191
nectar,All,294,6.9,1.53,3.89,2.48,4.54,2.06,3
nectar,Male,294,6.79,1.81,3.54,2.82,4.85,2.91,3
nectar,Female,294,6.96,1.4,4.08,2.33,4.38,1.47,3
needle,All,897,3.82,1.73,5.36,2.89,3.95,2.17,15
needle,Male,897,4.11,1.57,5.0,2.61,4.11,2.17,15
needle,Female,897,3.62,1.83,5.62,3.09,3.85,2.2,15
neglect,All,898,2.63,1.64,4.83,2.31,3.85,2.29,12
neglect,Male,898,3.33,1.77,4.52,2.11,3.95,2.01,12
neglect,Female,898,1.9,1.12,5.15,2.52,3.75,2.59,12
nervous,All,899,3.29,1.47,6.59,2.07,3.56,1.73,24
nervous,Male,899,3.74,1.28,5.53,1.95,4.16,1.46,24
nervous,Female,899,2.91,1.54,7.5,1.74,3.05,1.81,24
neurotic,All,900,4.45,2.23,5.13,2.76,4.41,2.05,10
neurotic,Male,900,4.95,1.99,4.74,2.6,4.42,1.8,10
neurotic,Female,900,4.08,2.36,5.42,2.89,4.4,2.25,10
news,All,901,5.3,1.67,5.17,2.11,4.6,1.88,102
news,Male,901,5.53,1.43,4.55,2.35,5.16,1.86,102
news,Female,901,5.1,1.87,5.73,1.72,4.1,1.79,102
nice,All,902,6.55,2.44,4.38,2.69,5.58,2.2,75
nice,Male,902,6.83,1.65,4.95,2.82,6.06,1.89,75
nice,Female,902,6.35,2.88,4.12,2.49,5.24,2.37,75
nightmare,All,295,1.91,1.54,7.59,2.23,3.68,2.76,9
nightmare,Male,295,2.58,1.38,7.45,1.69,4.91,1.64,9
nightmare,Female,295,1.57,1.53,7.65,2.48,3.09,3.01,9
nipple,All,903,6.27,1.81,5.56,2.55,5.57,2.0,.
nipple,Male,903,7.32,1.45,6.68,2.26,5.79,2.25,.
nipple,Female,903,5.48,1.66,4.73,2.46,5.4,1.83,.
noisy,All,904,5.02,2.02,6.38,1.78,4.93,1.76,6
noisy,Male,904,5.1,1.92,6.15,1.73,4.95,1.76,6
noisy,Female,904,4.95,2.15,6.59,1.84,4.91,1.8,6
nonchalant,All,296,4.74,1.11,3.12,1.93,4.31,1.54,1
nonchalant,Male,296,4.71,1.45,3.12,2.0,4.19,1.72,1
nonchalant,Female,296,4.77,0.86,3.12,1.93,4.38,1.44,1
nonsense,All,905,4.61,1.63,4.17,2.02,4.9,1.55,13
nonsense,Male,905,5.11,1.73,4.89,1.94,5.47,1.47,13
nonsense,Female,905,4.18,1.44,3.55,1.92,4.41,1.47,13
noose,All,906,3.76,1.64,4.39,2.08,4.17,1.92,3
noose,Male,906,4.14,1.62,4.71,2.19,4.0,1.97,3
noose,Female,906,3.35,1.6,4.05,1.96,4.35,1.9,3
nourish,All,907,6.46,1.69,4.29,2.51,5.8,1.62,.
nourish,Male,907,6.24,1.92,4.43,2.31,5.67,1.65,.
nourish,Female,907,6.7,1.42,4.15,2.76,5.95,1.61,.
nude,All,520,6.82,1.63,6.41,2.09,5.96,2.29,20
nude,Male,520,7.8,1.66,7.12,2.33,6.84,2.25,20
nude,Female,520,5.88,0.91,5.73,1.59,5.12,2.03,20
nuisance,All,908,3.27,1.86,4.49,2.69,4.36,1.73,5
nuisance,Male,908,3.84,1.74,4.58,2.19,4.63,1.46,5
nuisance,Female,908,2.85,1.87,4.6,2.96,4.16,1.91,5
nun,All,909,4.93,1.89,2.93,1.8,4.93,1.69,2
nun,Male,909,4.5,1.58,3.11,1.75,4.94,1.51,2
nun,Female,909,5.23,2.05,2.81,1.86,4.92,1.83,2
nurse,All,538,6.08,2.08,4.84,2.04,4.84,2.2,17
nurse,Male,538,6.42,1.98,4.88,2.35,5.04,2.07,17
nurse,Female,538,5.77,2.16,4.81,1.77,4.65,2.33,17
nursery,All,910,5.73,2.3,4.04,2.74,5.18,2.23,13
nursery,Male,910,4.95,1.87,3.47,2.09,4.79,1.96,13
nursery,Female,910,6.31,2.45,4.64,3.03,5.48,2.42,13
obesity,All,911,2.73,1.85,3.87,2.82,3.74,2.45,5
obesity,Male,911,2.61,1.38,3.21,2.32,4.06,2.34,5
obesity,Female,911,2.81,2.14,4.52,3.02,3.52,2.55,5
obey,All,912,4.52,1.88,4.23,1.72,4.26,2.4,8
obey,Male,912,4.52,2.02,4.29,1.82,4.38,2.42,8
obey,Female,912,4.52,1.78,4.38,1.4,4.14,2.44,8
obnoxious,All,913,3.5,2.18,4.74,2.42,5.39,2.2,5
obnoxious,Male,913,4.0,1.69,4.7,1.81,5.6,1.54,5
obnoxious,Female,913,3.05,2.5,5.0,2.77,5.19,2.71,5
obscene,All,914,4.23,2.3,5.04,2.3,4.48,1.91,2
obscene,Male,914,5.21,2.2,5.63,2.29,4.89,1.76,2
obscene,Female,914,3.48,2.12,4.62,2.25,4.16,1.99,2
obsession,All,915,4.52,2.13,6.41,2.13,4.77,2.38,5
obsession,Male,915,5.72,1.9,6.72,1.6,5.56,2.43,5
obsession,Female,915,3.69,1.89,6.19,2.43,4.23,2.23,5
ocean,All,297,7.12,1.72,4.95,2.79,5.53,2.75,34
ocean,Male,297,6.79,1.48,5.36,2.65,4.93,3.05,34
ocean,Female,297,7.28,1.83,4.76,2.87,5.83,2.59,34
odd,All,916,4.82,2.04,4.27,2.46,4.77,1.89,44
odd,Male,916,5.25,1.71,4.45,2.54,4.75,2.05,44
odd,Female,916,4.46,2.25,4.12,2.44,4.79,1.79,44
offend,All,917,2.76,1.5,5.56,2.06,3.73,2.03,4
offend,Male,917,3.37,1.57,5.74,1.48,4.06,1.92,4
offend,Female,917,2.23,1.23,5.41,2.48,3.45,2.11,4
office,All,568,5.24,1.59,4.08,1.92,5.59,1.89,255
office,Male,568,5.28,1.9,4.08,1.82,5.28,1.74,255
office,Female,568,5.19,1.27,4.08,2.04,5.88,2.01,255
opinion,All,298,6.28,1.45,4.89,2.46,5.53,1.93,96
opinion,Male,298,5.71,1.27,4.54,2.63,6.23,1.69,96
opinion,Female,298,6.58,1.47,5.08,2.4,5.16,1.97,96
optimism,All,918,6.95,2.24,5.34,2.58,6.61,2.06,15
optimism,Male,918,6.14,2.41,4.81,2.52,6.38,2.2,15
optimism,Female,918,7.8,1.7,5.9,2.59,6.85,1.93,15
option,All,919,6.49,1.31,4.74,2.23,6.34,1.8,5
option,Male,919,6.2,1.2,4.75,2.45,5.89,1.91,5
option,Female,919,6.76,1.37,4.95,1.83,6.73,1.64,5
orchestra,All,299,6.02,1.89,3.52,2.29,5.17,2.14,60
orchestra,Male,299,5.33,2.57,3.0,2.04,5.42,2.64,60
orchestra,Female,299,6.31,1.49,3.75,2.38,5.07,1.92,60
orgasm,All,920,8.32,1.31,8.1,1.45,6.83,2.18,7
orgasm,Male,920,8.45,1.28,7.9,1.77,6.7,2.36,7
orgasm,Female,920,8.19,1.36,8.27,1.08,6.95,2.04,7
outdoors,All,521,7.47,1.8,5.92,2.55,6.27,2.24,6
outdoors,Male,521,7.36,2.29,5.48,2.63,6.32,2.34,6
outdoors,Female,521,7.58,1.21,6.35,2.45,6.23,2.18,6
outrage,All,921,3.52,2.12,6.83,2.26,5.26,2.72,4
outrage,Male,921,3.68,2.23,6.55,2.34,4.77,2.76,4
outrage,Female,921,3.35,2.03,7.15,2.18,5.8,2.65,4
outstanding,All,922,7.75,1.75,6.24,2.59,6.4,2.29,37
outstanding,Male,922,7.47,1.54,6.32,2.26,6.42,2.04,37
outstanding,Female,922,7.96,1.9,6.44,2.6,6.38,2.5,37
overcast,All,923,3.65,1.61,3.46,1.92,4.2,1.79,9
overcast,Male,923,4.0,1.53,4.21,1.78,4.26,2.0,9
overcast,Female,923,3.33,1.65,2.95,1.77,4.14,1.62,9
overwhelmed,All,300,4.19,2.61,7.0,2.37,3.89,2.58,4
overwhelmed,Male,300,4.87,2.5,6.4,3.02,4.93,2.71,4
overwhelmed,Female,300,3.88,2.64,7.29,1.97,3.41,2.41,4
owl,All,522,5.8,1.31,3.98,1.87,5.82,1.62,2
owl,Male,522,6.04,1.27,4.0,2.04,6.0,1.53,2
owl,Female,522,5.58,1.33,3.96,1.73,5.65,1.72,2
pain,All,301,2.13,1.81,6.5,2.49,3.71,2.53,88
pain,Male,301,2.9,1.77,5.7,2.27,4.32,2.16,88
pain,Female,301,1.54,1.63,7.12,2.52,3.27,2.72,88
paint,All,924,5.62,1.72,4.1,2.36,5.75,1.71,37
paint,Male,924,5.16,1.54,4.58,2.17,5.63,1.5,37
paint,Female,924,6.05,1.8,3.86,2.41,5.86,1.9,37
palace,All,302,7.19,1.78,5.1,2.75,5.69,2.17,38
palace,Male,302,6.47,1.97,4.82,2.86,6.0,2.03,38
palace,Female,302,7.65,1.5,5.29,2.71,5.48,2.28,38
pamphlet,All,925,4.79,1.05,3.62,2.02,4.63,1.48,3
pamphlet,Male,925,4.85,1.14,3.6,1.88,4.65,1.73,3
pamphlet,Female,925,4.73,0.98,3.81,2.09,4.62,1.24,3
pancakes,All,523,6.08,1.83,4.06,2.13,5.76,1.61,.
pancakes,Male,523,6.56,1.33,3.92,1.98,6.2,1.38,.
pancakes,Female,523,5.62,2.14,4.19,2.3,5.35,1.72,.
panic,All,601,3.12,1.84,7.02,2.02,3.2,1.67,22
