Word,Gender,WdNum,ValMn,ValSd,AroMn,AroSD,DomMN,DomSD,Frequency
trash,All,615,2.67,1.45,4.16,2.16,5.24,1.85,2
trash,Male,615,2.44,1.33,3.96,2.47,4.88,1.9,2
trash,Female,615,2.88,1.56,4.35,1.83,5.58,1.77,2
trauma,All,616,2.1,1.49,6.33,2.45,2.84,1.87,1
trauma,Male,616,2.44,1.76,6.12,2.83,2.8,1.85,1
trauma,Female,616,1.77,1.11,6.54,2.04,2.88,1.93,1
travel,All,1018,7.1,2.0,6.21,2.51,6.31,2.08,61
travel,Male,1018,6.64,2.13,6.09,2.47,6.41,1.94,61
travel,Female,1018,7.6,1.76,6.35,2.62,6.2,2.26,61
treasure,All,449,8.27,0.9,6.75,2.3,6.36,2.42,4
treasure,Male,449,8.47,0.8,7.5,1.15,6.31,2.63,4
treasure,Female,449,8.1,0.97,6.15,2.8,6.4,2.3,4
treat,All,1019,7.36,1.38,5.62,2.25,5.78,1.82,26
treat,Male,1019,7.2,1.51,5.8,1.99,5.35,1.66,26
treat,Female,1019,7.5,1.26,5.71,2.24,6.19,1.91,26
tree,All,450,6.32,1.56,3.42,2.21,5.08,2.29,59
tree,Male,450,6.42,1.44,2.67,1.72,5.75,2.42,59
tree,Female,450,6.28,1.62,3.75,2.34,4.79,2.22,59
triumph,All,451,7.8,1.83,5.78,2.6,6.98,2.2,22
triumph,Male,451,7.2,2.19,6.0,2.25,6.75,1.89,22
triumph,Female,451,8.28,1.34,5.62,2.87,7.15,2.43,22
triumphant,All,452,8.82,0.73,6.78,2.58,6.95,2.55,5
triumphant,Male,452,8.8,0.56,6.36,2.9,6.87,3.02,5
triumphant,Female,452,8.83,0.83,7.04,2.4,7.0,2.26,5
trophy,All,453,7.78,1.22,5.39,2.44,6.44,2.32,8
trophy,Male,453,7.9,1.2,5.8,2.04,5.9,2.42,8
trophy,Female,453,7.73,1.25,5.23,2.6,6.65,2.3,8
trouble,All,454,3.03,2.09,6.85,2.03,4.85,2.39,134
trouble,Male,454,3.75,2.53,5.91,1.92,4.64,2.06,134
trouble,Female,454,2.65,1.77,7.3,1.96,4.96,2.57,134
troubled,All,455,2.17,1.21,5.94,2.36,3.91,2.33,31
troubled,Male,455,2.6,1.17,5.1,2.69,4.3,2.36,31
troubled,Female,455,2.0,1.2,6.28,2.19,3.76,2.35,31
truck,All,577,5.47,1.88,4.84,2.17,5.33,1.83,57
truck,Male,577,6.0,1.68,4.72,2.34,5.52,1.78,57
truck,Female,577,4.96,1.95,4.96,2.03,5.15,1.89,57
trumpet,All,456,5.75,1.38,4.97,2.13,4.57,1.72,7
trumpet,Male,456,5.81,1.52,5.19,2.29,4.59,2.12,7
trumpet,Female,456,5.7,1.3,4.8,2.04,4.55,1.36,7
trunk,All,1020,5.09,1.57,4.18,2.19,5.14,1.9,8
trunk,Male,1020,5.0,1.53,3.95,2.09,4.89,2.08,8
trunk,Female,1020,5.16,1.62,4.35,2.28,5.32,1.77,8
trust,All,457,6.68,2.71,5.3,2.66,6.61,2.04,52
trust,Male,457,5.67,2.92,5.27,2.19,5.73,2.19,52
trust,Female,457,7.21,2.48,5.31,2.92,7.07,1.83,52
truth,All,458,7.8,1.29,5.0,2.77,6.47,2.11,126
truth,Male,458,7.5,1.45,4.92,2.69,6.54,2.63,126
truth,Female,458,7.96,1.18,5.04,2.86,6.44,1.85,126
tumor,All,459,2.36,2.04,6.51,2.85,3.58,2.42,17
tumor,Male,459,3.16,2.22,5.68,2.58,4.05,2.37,17
tumor,Female,459,1.77,1.7,7.12,2.93,3.23,2.44,17
tune,All,1021,6.93,1.47,4.71,2.09,5.74,1.82,10
tune,Male,1021,6.32,1.53,4.9,2.05,5.95,2.09,10
tune,Female,1021,7.45,1.22,4.55,2.15,5.55,1.57,10
twilight,All,1022,7.23,1.8,4.7,2.41,5.59,1.82,4
twilight,Male,1022,6.83,1.79,4.94,2.36,5.56,1.72,4
twilight,Female,1022,7.5,1.79,4.54,2.47,5.62,1.92,4
ugly,All,460,2.43,1.27,5.38,2.23,4.26,2.33,21
ugly,Male,460,2.5,1.24,5.0,2.05,4.36,1.69,21
ugly,Female,460,2.39,1.31,5.57,2.33,4.22,2.61,21
ulcer,All,461,1.78,1.17,6.12,2.68,4.17,2.22,5
ulcer,Male,461,1.92,1.38,6.33,2.93,4.33,2.71,5
ulcer,Female,461,1.72,1.1,6.04,2.62,4.11,2.02,5
umbrella,All,578,5.16,1.57,3.68,1.99,5.42,1.91,8
umbrella,Male,578,5.2,1.5,3.04,2.13,5.64,1.75,8
umbrella,Female,578,5.12,1.67,4.32,1.65,5.2,2.06,8
unfaithful,All,462,2.05,1.55,6.2,2.7,3.02,2.54,1
unfaithful,Male,462,2.4,1.72,5.47,2.26,3.33,2.23,1
unfaithful,Female,462,1.85,1.43,6.62,2.89,2.85,2.74,1
unhappy,All,463,1.57,0.96,4.18,2.5,3.34,2.35,26
unhappy,Male,463,1.93,1.14,4.07,2.55,2.8,1.47,26
unhappy,Female,463,1.35,0.78,4.26,2.53,3.7,2.75,26
unit,All,1023,5.59,1.87,3.75,2.49,5.11,1.74,103
unit,Male,1023,5.7,2.2,4.4,2.72,5.65,2.21,103
unit,Female,1023,5.5,1.59,3.21,2.19,4.67,1.09,103
untroubled,All,464,7.62,1.41,3.89,2.54,5.53,2.54,.
untroubled,Male,464,7.55,1.57,3.42,2.78,5.18,2.48,.
untroubled,Female,464,7.65,1.37,4.13,2.44,5.7,2.6,.
upset,All,465,2.0,1.18,5.86,2.4,4.08,2.31,14
upset,Male,465,2.0,1.22,5.38,2.87,4.31,2.24,14
upset,Female,465,2.0,1.17,6.25,1.94,3.9,2.4,14
urine,All,617,3.25,1.71,4.2,2.18,5.24,1.86,1
urine,Male,617,2.84,1.68,4.16,2.41,5.08,1.8,1
urine,Female,617,3.65,1.67,4.23,1.99,5.38,1.94,1
useful,All,466,7.14,1.6,4.26,2.47,5.93,2.1,58
useful,Male,466,6.76,1.89,4.35,2.32,5.82,2.21,58
useful,Female,466,7.38,1.36,4.2,2.61,6.0,2.06,58
useless,All,467,2.13,1.42,4.87,2.58,3.92,2.62,17
useless,Male,467,2.73,1.62,5.18,2.82,5.09,2.07,17
useless,Female,467,1.89,1.28,4.75,2.52,3.44,2.71,17
utensil,All,1024,5.14,1.39,3.57,1.98,5.4,1.47,.
utensil,Male,1024,4.91,1.69,3.73,2.05,5.82,1.79,.
utensil,Female,1024,5.4,0.94,3.4,1.93,4.95,0.83,.
vacation,All,468,8.16,1.36,5.64,2.99,6.8,2.08,47
vacation,Male,468,7.73,1.58,4.73,3.08,6.4,1.92,47
vacation,Female,468,8.38,1.21,6.1,2.88,7.0,2.15,47
vagina,All,1025,6.14,1.77,5.55,2.55,5.88,1.74,10
vagina,Male,1025,7.27,1.7,7.0,2.18,6.27,1.86,10
vagina,Female,1025,4.9,0.72,3.95,1.9,5.45,1.54,10
valentine,All,469,8.11,1.35,6.06,2.91,5.81,2.45,2
valentine,Male,469,7.8,1.4,5.9,2.96,4.9,2.42,2
valentine,Female,469,8.23,1.34,6.12,2.94,6.15,2.41,2
vampire,All,470,4.26,1.86,6.37,2.35,5.05,2.27,1
vampire,Male,470,4.76,1.64,6.24,2.49,5.24,1.44,1
vampire,Female,470,3.92,1.96,6.46,2.3,4.92,2.72,1
vandal,All,471,2.71,1.91,6.4,1.88,3.91,2.49,1
vandal,Male,471,3.2,1.91,5.95,2.24,4.75,2.34,1
vandal,Female,471,2.32,1.86,6.76,1.48,3.24,2.45,1
vanity,All,472,4.3,1.91,4.98,2.31,4.8,2.03,7
vanity,Male,472,4.33,2.27,4.92,2.39,4.5,2.07,7
vanity,Female,472,4.29,1.79,5.0,2.32,4.91,2.04,7
vehicle,All,473,6.27,2.34,4.63,2.81,5.77,2.61,35
vehicle,Male,473,6.42,1.89,4.95,2.44,6.05,2.3,35
vehicle,Female,473,6.15,2.65,4.38,3.1,5.56,2.86,35
venom,All,474,2.68,1.81,6.08,2.44,3.94,2.23,2
venom,Male,474,3.71,2.08,5.5,2.37,4.38,2.13,2
venom,Female,474,1.8,0.89,6.55,2.46,3.6,2.3,2
vest,All,1026,5.25,1.33,3.95,2.09,5.09,1.24,4
vest,Male,1026,4.94,1.16,4.33,1.88,5.11,1.75,4
vest,Female,1026,5.46,1.42,3.69,2.22,5.08,0.74,4
victim,All,618,2.18,1.48,6.06,2.32,2.69,2.04,27
victim,Male,618,2.44,1.61,6.0,2.45,3.48,2.47,27
victim,Female,618,1.92,1.32,6.12,2.23,1.92,1.13,27
victory,All,475,8.32,1.16,6.63,2.84,7.26,2.14,61
victory,Male,475,7.87,1.41,6.2,2.62,7.0,2.31,61
victory,Female,475,8.6,0.91,6.88,2.97,7.42,2.06,61
vigorous,All,476,6.79,1.54,5.9,2.66,5.41,2.22,29
vigorous,Male,476,6.92,1.44,4.75,2.67,5.17,2.08,29
vigorous,Female,476,6.74,1.61,6.38,2.56,5.52,2.31,29
village,All,477,5.92,1.34,4.08,1.87,4.94,1.74,72
village,Male,477,5.88,1.22,4.31,2.21,5.25,2.29,72
village,Female,477,5.95,1.47,3.9,1.59,4.7,1.13,72
violent,All,478,2.29,1.78,6.89,2.47,5.16,2.86,33
violent,Male,478,3.53,2.17,6.33,2.74,5.33,3.2,33
violent,Female,478,1.48,0.79,7.26,2.26,5.04,2.69,33
violin,All,579,5.43,1.98,3.49,2.26,5.18,2.01,11
violin,Male,579,4.88,2.09,3.56,2.18,4.8,2.0,11
violin,Female,579,5.96,1.75,3.42,2.37,5.54,1.98,11
virgin,All,1027,6.45,1.76,5.51,2.06,6.24,2.48,35
virgin,Male,1027,6.29,1.87,6.33,2.18,5.81,2.6,35
virgin,Female,1027,6.62,1.66,4.73,1.64,6.67,2.33,35
virtue,All,479,6.22,2.06,4.52,2.52,6.13,2.09,30
virtue,Male,479,6.15,1.69,5.2,2.33,5.85,2.39,30
virtue,Female,479,6.27,2.34,4.0,2.58,6.35,1.85,30
vision,All,480,6.62,1.84,4.66,2.43,6.02,1.96,56
vision,Male,480,6.87,1.6,4.47,2.36,6.0,1.46,56
vision,Female,480,6.5,1.95,4.75,2.5,6.03,2.18,56
volcano,All,619,4.84,2.14,6.33,2.21,3.25,1.97,2
volcano,Male,619,5.12,2.24,6.44,2.38,3.4,2.16,2
volcano,Female,619,4.58,2.04,6.23,2.07,3.12,1.8,2
vomit,All,481,2.06,1.57,5.75,2.84,3.58,2.45,3
vomit,Male,481,2.3,1.89,6.1,2.85,4.0,2.67,3
vomit,Female,481,1.96,1.46,5.62,2.89,3.42,2.4,3
voyage,All,1028,6.25,1.91,5.55,2.23,5.18,1.98,17
voyage,Male,1028,6.39,1.58,5.72,2.42,5.89,2.08,17
voyage,Female,1028,6.15,2.13,5.42,2.12,4.69,1.78,17
wagon,All,1029,5.37,0.97,3.98,2.04,5.05,1.2,55
wagon,Male,1029,5.32,0.89,4.05,2.35,5.22,1.73,55
wagon,Female,1029,5.41,1.05,3.91,1.77,4.91,0.43,55
war,All,482,2.08,1.91,7.49,2.16,4.5,3.0,464
war,Male,482,3.31,2.78,7.86,1.56,6.46,2.37,464
war,Female,482,1.46,0.81,7.28,2.44,3.48,2.82,464
warmth,All,483,7.41,1.81,3.73,2.4,5.61,1.67,28
warmth,Male,483,7.1,1.59,4.15,2.52,5.35,1.27,28
warmth,Female,483,7.65,1.96,3.38,2.28,5.81,1.92,28
wasp,All,484,3.37,1.63,5.5,2.17,3.76,1.82,2
wasp,Male,484,3.4,1.68,5.4,2.13,3.87,2.13,2
wasp,Female,484,3.35,1.64,5.57,2.23,3.7,1.64,2
waste,All,485,2.93,1.76,4.14,2.3,4.72,1.94,35
waste,Male,485,3.47,2.18,4.71,2.8,5.12,2.12,35
waste,Female,485,2.58,1.36,3.76,1.85,4.46,1.82,35
watch,All,580,5.78,1.51,4.1,2.12,5.37,1.75,81
watch,Male,580,6.04,1.51,4.08,2.53,5.4,1.35,81
watch,Female,580,5.54,1.5,4.12,1.68,5.35,2.1,81
water,All,486,6.61,1.78,4.97,2.49,5.08,1.99,442
water,Male,486,6.93,1.75,5.13,2.75,5.0,2.2,442
water,Female,486,6.39,1.8,4.87,2.36,5.13,1.89,442
waterfall,All,487,7.88,1.03,5.37,2.84,5.2,2.18,2
waterfall,Male,487,7.47,1.13,6.8,2.08,5.0,2.51,2
waterfall,Female,487,8.12,0.91,4.54,2.93,5.31,2.02,2
wealthy,All,488,7.7,1.34,5.8,2.73,6.77,2.57,12
wealthy,Male,488,7.58,1.38,5.17,3.04,7.0,2.45,12
wealthy,Female,488,7.75,1.34,6.03,2.62,6.68,2.65,12
weapon,All,489,3.97,1.92,6.03,1.89,5.19,2.61,42
weapon,Male,489,4.69,1.74,6.0,1.62,5.94,2.11,42
weapon,Female,489,3.4,1.9,6.05,2.14,4.6,2.85,42
weary,All,490,3.79,2.12,3.81,2.29,4.0,1.91,17
weary,Male,490,4.18,2.19,3.82,2.16,4.18,1.67,17
weary,Female,490,3.54,2.08,3.8,2.42,3.88,2.09,17
wedding,All,491,7.82,1.56,5.97,2.85,6.68,2.08,32
wedding,Male,491,7.07,1.98,6.07,2.6,6.33,2.09,32
wedding,Female,491,8.3,0.97,5.91,3.06,6.91,2.09,32
whistle,All,1030,5.81,1.21,4.69,1.99,5.27,1.87,4
whistle,Male,1030,5.75,1.21,4.7,1.56,5.15,1.84,4
whistle,Female,1030,5.86,1.25,4.9,2.17,5.38,1.94,4
white,All,542,6.47,1.59,4.37,2.14,5.98,1.73,365
white,Male,542,6.4,1.5,3.96,1.97,6.0,1.53,365
white,Female,542,6.54,1.7,4.77,2.27,5.96,1.93,365
whore,All,492,2.3,2.11,5.85,2.93,4.61,2.73,2
whore,Male,492,3.92,2.68,6.58,2.71,5.83,2.17,2
whore,Female,492,1.61,1.37,5.54,3.01,4.1,2.81,2
wicked,All,493,2.96,2.37,6.09,2.44,4.36,2.65,9
wicked,Male,493,2.93,1.98,5.53,2.45,4.0,2.04,9
wicked,Female,493,2.97,2.58,6.37,2.43,4.53,2.92,9
wife,All,1031,6.33,1.97,4.93,2.22,5.57,1.68,228
wife,Male,1031,6.05,2.06,5.65,1.93,5.65,1.79,228
wife,Female,1031,6.59,1.89,4.27,2.31,5.5,1.63,228
win,All,494,8.38,0.92,7.72,2.16,7.39,2.36,55
win,Male,494,8.35,0.86,8.38,0.89,7.12,2.66,55
win,Female,494,8.4,0.99,7.2,2.71,7.6,2.14,55
windmill,All,1032,5.6,1.65,3.74,2.13,5.24,1.04,1
windmill,Male,1032,5.14,1.88,4.0,2.37,5.24,1.3,1
windmill,Female,1032,6.1,1.21,3.45,1.85,5.25,0.72,1
window,All,495,5.91,1.38,3.97,2.01,4.91,1.6,119
window,Male,495,6.0,1.6,4.18,2.04,4.82,1.4,119
window,Female,495,5.87,1.29,3.87,2.03,4.96,1.72,119
wine,All,496,5.95,2.19,4.78,2.34,5.31,2.15,72
wine,Male,496,5.6,1.88,4.85,2.23,5.0,1.84,72
wine,Female,496,6.25,2.42,4.72,2.48,5.56,2.38,72
wink,All,1033,6.93,1.83,5.44,2.68,5.7,1.77,7
wink,Male,1033,6.67,1.46,4.79,2.44,5.89,1.37,7
wink,Female,1033,7.12,2.07,5.92,2.78,5.56,2.02,7
wise,All,497,7.52,1.23,3.91,2.64,6.7,2.39,36
wise,Male,497,7.0,1.26,4.17,2.25,5.64,2.2,36
wise,Female,497,7.77,1.15,3.77,2.88,7.23,2.35,36
wish,All,1034,7.09,2.0,5.16,2.62,5.28,2.09,110
wish,Male,1034,6.78,1.59,5.22,2.29,5.5,1.89,110
wish,Female,1034,7.32,2.25,5.32,2.73,5.12,2.24,110
wit,All,1035,7.32,1.9,5.42,2.44,6.38,2.01,20
wit,Male,1035,7.32,1.29,5.95,2.09,6.0,1.94,20
wit,Female,1035,7.32,2.29,5.24,2.49,6.65,2.06,20
woman,All,498,6.64,1.76,5.32,2.59,6.33,1.52,224
woman,Male,498,6.95,1.54,6.37,2.29,6.11,1.33,224
woman,Female,498,6.42,1.9,4.52,2.55,6.5,1.66,224
wonder,All,499,6.03,1.58,5.0,2.23,5.32,2.17,67
wonder,Male,499,5.67,1.5,5.27,2.0,5.82,2.04,67
wonder,Female,499,6.22,1.62,4.87,2.36,5.09,2.23,67
world,All,500,6.5,2.03,5.32,2.39,5.26,2.47,787
world,Male,500,6.13,1.68,4.93,2.46,5.38,2.63,787
world,Female,500,6.69,2.19,5.52,2.37,5.21,2.44,787
wounds,All,620,2.51,1.58,5.82,2.01,3.92,1.57,8
wounds,Male,620,2.96,1.74,5.8,2.04,4.0,1.5,8
wounds,Female,620,2.08,1.29,5.85,2.01,3.85,1.67,8
writer,All,1036,5.52,1.9,4.33,2.45,4.73,1.84,73
writer,Male,1036,4.95,1.57,3.45,1.76,4.55,1.88,73
writer,Female,1036,6.05,2.06,5.38,2.54,4.9,1.84,73
yacht,All,1037,6.95,1.79,5.61,2.72,6.1,2.13,4
yacht,Male,1037,7.33,1.68,5.86,2.59,6.29,2.1,4
yacht,Female,1037,6.55,1.85,5.35,2.89,5.9,2.2,4
yellow,All,545,5.61,1.94,4.43,2.05,5.47,1.58,55
yellow,Male,545,5.64,1.89,4.08,2.1,5.56,1.29,55
yellow,Female,545,5.58,2.02,4.77,1.99,5.38,1.83,55
young,All,1038,6.89,2.12,5.64,2.51,5.3,2.49,385
young,Male,1038,6.74,1.56,5.79,2.39,5.63,2.29,385
young,Female,1038,7.0,2.48,5.54,2.63,5.04,2.65,385
youth,All,1039,6.75,2.29,5.67,2.52,5.11,2.55,82
youth,Male,1039,6.84,1.61,5.47,2.32,5.84,2.12,82
youth,Female,1039,6.68,2.73,5.81,2.7,4.56,2.75,82
zest,All,1040,6.79,2.04,5.59,2.66,6.0,1.99,5                                   
zest,Male,1040,6.5,1.34,6.0,1.88,6.17,1.42,5
zest,Female,1040,7.0,2.43,5.52,2.96,5.88,2.33,5  
